カテゴリー,サブカテゴリー,企業名,商品ページURL,カタログURL,営業所URL,お問い合わせURL,サンプルURL,CADダウンロードURL,ロゴ画像パス,広告画像パス,表示順序（1-50）
外壁仕上げ,タイル,名古屋モザイク,https://www.nagoya-mosaic.com/products/search?cat=150,https://www.nagoya-mosaic.com/products/search?cat=150,https://www.nagoya-mosaic.co.jp/companyguide/branch.html,https://www.nagoya-mosaic.co.jp/secure/contact/contactfrm2?nonlogin,,,,,1
